STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,CLIMATE_CHANGE_INDICATORS,Climate Change Indicators,GEO_PICT,Pacific Island Countries and territories,TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of measure,ERROR_TYPE,Error type,ERROR_VAL,Error value,REPORTING_TYPE,Reporting Type,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,KI,Kiribati,2020,,2592.6,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,KI,Kiribati,2021,,2549.2,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,KI,Kiribati,2022,,2692.5,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,KI,Kiribati,2023,,2602.9,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,KI,Kiribati,2024,,2508.2,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,1961,,747.1,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,1962,,730.3,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,1963,,713.3,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,1964,,711,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,1965,,772.2,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,1966,,755.7,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,1967,,745,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,1968,,716.1,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,1969,,726,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,1970,,717.5,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,1971,,709.7,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,1972,,663.8,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,1973,,641.5,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,1974,,619.6,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,1975,,642,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,1976,,479.2,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,1977,,649.2,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,1978,,580.7,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,1979,,595.7,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,1980,,610.1,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,1981,,562.8,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,1982,,534.8,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,1983,,483,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,1984,,481.9,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,1985,,480,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,1986,,459.2,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,1987,,439.5,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,1988,,421.9,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,1989,,424,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,1990,,413.2,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,1991,,355.9,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,1992,,348.1,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,1993,,340.2,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,1994,,346.9,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,1995,,353.6,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,1996,,360.1,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,1997,,366.7,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,1998,,373.3,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,1999,,379.9,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,2000,,386.5,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,2001,,393.2,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,2002,,399.8,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,2003,,406.4,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,2004,,413.5,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,2005,,420.1,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,2006,,426.2,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,2007,,415.7,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,2008,,410.7,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,2009,,418.8,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,2010,,423.8,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,2011,,393.9,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,2012,,435.2,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,2013,,450,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,2014,,404.6,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,2015,,405.7,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,2016,,406.4,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,2017,,408,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,2018,,414.8,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,2019,,424.8,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,2020,,423,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,2021,,419.9,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,2022,,420.9,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,2023,,421.8,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,NR,Nauru,2024,,412.8,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,1961,,1654.9,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,1962,,1598,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,1963,,1640.4,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,1964,,1726,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,1965,,1438.7,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,1966,,3735.4,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,1967,,1986,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,1968,,2344.7,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,1969,,2391.7,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,1970,,2425.9,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,1971,,2124,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,1972,,3543.6,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,1973,,3372.1,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,1974,,1783.3,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,1975,,1443.8,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,1976,,861.1,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,1977,,728.9,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,1978,,697.3,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,1979,,747.7,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,1980,,721.8,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,1981,,801.5,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,1982,,738.8,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,1983,,608.5,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,1984,,647,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,1985,,648.2,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,1986,,579.2,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,1987,,525.4,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,1988,,629.7,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,1989,,588.5,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,1990,,570.7,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,1991,,613.7,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,1992,,638.6,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,1993,,544.3,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,1994,,410.7,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,1995,,360.5,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,1996,,297.1,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,1997,,285.2,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,1998,,273.8,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,1999,,273.1,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,2000,,269.1,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,2001,,287.3,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,2002,,275,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,2003,,190.8,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,2004,,152,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,2005,,155.5,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,2006,,167.1,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,2007,,154.2,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,2008,,149.5,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,2009,,136.7,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,2010,,133.3,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,2011,,128.9,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,2012,,124.9,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,2013,,126.5,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,2014,,121.4,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,2015,,120.6,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,2016,,119.6,,,,KG_AN,Kilograms per animal,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,LVST_YIELD,Livestock Yield,CK,Cook Islands,2017,,115.4,,,,KG_AN,Kilograms per animal,,,,,,,,
